frequency,model,amplitude,phase_radians
1.2393283166743583,one effective reservoir,0.12737430387373183,-1.4430750591114618
1.2653317593889428,one effective reservoir,0.12479786303617137,-1.4456722279229126
1.291880803316632,one effective reservoir,0.12227191984626713,-1.4482176693240285
1.3189868961986706,one effective reservoir,0.11979558085478692,-1.4507123488911222
1.3466617259714837,one effective reservoir,0.11736796261090571,-1.4531572180528287
1.3749172258064204,one effective reservoir,0.11498819192792423,-1.4555532140551926
1.4037655792552404,one effective reservoir,0.11265540611828233,-1.457901259945395
1.4332192255035738,one effective reservoir,0.11036875319972154,-1.460202264572816
1.4632908647345995,one effective reservoir,0.10812739207437008,-1.4624571226061989
1.4939934636052576,one effective reservoir,0.10593049268243658,-1.4646667145657466
1.5253402608373838,one effective reservoir,0.10377723613212059,-1.4668319068690474
1.5573447729261352,one effective reservoir,0.10166681480727112,-1.4689535518897774
1.5900207999681955,one effective reservoir,0.09959843245424722,-1.47103248802819
1.6233824316122798,one effective reservoir,0.0975713042493614,-1.4730695397924634
1.6574440531344683,one effective reservoir,0.09558465684821946,-1.4750655178900125
1.6922203516410372,one effective reservoir,0.09363772841819774,-1.4770212193279435
1.72772632240142,one effective reservoir,0.09172976865523778,-1.478937427521857
1.7639772753140452,one effective reservoir,0.08986003878607379,-1.4808149124122674
1.8009888415078565,one effective reservoir,0.0880278115569469,-1.4826544305879397
1.8387769800823288,one effective reservoir,0.08623237120980566,-1.4844567254154903
1.8773579849889013,one effective reservoir,0.08447301344693489,-1.4862225271746377
1.916748492056815,one effective reservoir,0.08274904538490109,-1.487952553198527
1.9569654861663466,one effective reservoir,0.08105978549865629,-1.489647508018586
1.9980263085725507,one effective reservoir,0.0794045635565897,-1.4913080835134065
2.0399486643826865,one effective reservoir,0.07778272054727277,-1.4929349590611762
2.0827506301905165,one effective reservoir,0.0761936085985997,-1.4945288016952152
2.1264506618707855,one effective reservoir,0.07463659088998385,-1.496090266262204
2.171067602537267,one effective reservoir,0.07311104155822877,-1.4976199955827127
2.2166206906677486,one effective reservoir,0.07161634559765927,-1.499118620613671
2.26312956839953,one effective reservoir,0.07015189875505708,-1.50058676061244
2.310614289998952,one effective reservoir,0.06871710741991656,-1.5020250233021697
2.3590953305086364,one effective reservoir,0.06731138851050078,-1.5034340050381556
2.4085935945761747,one effective reservoir,0.06593416935614789,-1.5048142909749138
2.4591304254680466,one effective reservoir,0.06458488757625148,-1.506166455233729
2.5107276142726596,one effective reservoir,0.0632629909563083,-1.507491061070437
2.563407409296515,one effective reservoir,0.061967937321401934,-1.5087886610432266
2.617192525657494,one effective reservoir,0.060699194407468016,-1.5100597971802607
2.6721061550794354,one effective reservoir,0.059456239730661595,-1.511305001146928
2.728171975892238,one effective reservoir,0.058238560455125585,-1.5125247944125602
2.785414163241769,one effective reservoir,0.057045653259440804,-1.5137196884164497
2.843857399513987,one effective reservoir,0.05587702420201617,-1.5148901847330325
2.903526884977814,one effective reservoir,0.054732188585660195,-1.5160367752360935
2.9644483486512847,one effective reservoir,0.05361067082155884,-1.517159942261882
3.026648059395692,one effective reservoir,0.05251200429286704,-1.5182601587710205
